id,p0,p1,p2,p3,p4,p5,p6
611,0.003069714007111195,0.004581412232350923,0.0022843723232405795,0.8576451492944597,0.0004273197380130269,0.012447941344404932,0.0014608364574660562
6417,0.0021848194018352406,0.0035016841424602386,0.9925851166699516,0.02399480997815429,0.0014778358171713124,0.011021318228780875,0.0004187528315055216
3352,0.0003741107364358573,0.004498511214696762,0.0012326859225827514,0.7969566453713331,0.03910924491674421,0.015433576253319752,0.00013444559880674553
4224,0.00025450577163618407,0.9782333445515862,0.0015708980369923851,0.02356740590804735,0.0006351943428425276,0.011058828129739115,8.531354108557987e-05
3102,0.0005570399809565697,0.04534531493236129,0.0013019425379462248,0.025012346240896228,0.0009163343119733899,0.033797079130604785,0.9991468685438953
6793,0.0012272339941372334,0.005661509918441943,0.001329839214366075,0.8460533715339791,0.0004358281555837264,0.019239208644329157,9.588824036684916e-05
5477,0.0010414677231806984,0.010337468326951593,0.0290490586251296,0.024055576333337263,0.002767364612432213,0.011382520213048872,0.9869761529311971
561,0.0016892082080732956,0.009756305175741064,0.03418403345288542,0.02365511149193333,0.9832101557199192,0.011513953507976864,0.00011366650770543407
5839,0.001958529006185604,0.9811770540597793,0.019640193481490438,0.025037191298557134,0.0047001617483297545,0.03262005870399817,0.0004472787796366276
476,0.0012434706633260542,0.0067195171273184695,0.0013292841490272875,0.8420965925671673,0.0004164204706749456,0.01946171609502766,0.00011561453345233994
2759,0.0002472658900964254,0.006089411371440018,0.0021603678997344305,0.8610473954938834,0.0004275839880085343,0.01885817247712178,7.432938227827846e-05
5882,0.9663191956997236,0.005167952652449392,0.00178536454016702,0.023645493417946525,0.0021499872731724316,0.011022534540343399,0.006817993049202536
811,0.9559693498156624,0.0035162423729100866,0.002595252363166182,0.02569939412530274,0.017463773666550057,0.011022534308606667,0.003431982532388838
2656,0.1625651289129076,0.0036116053206930987,0.0020011640070820205,0.02552662484143856,0.9350051062436662,0.011041960735151386,0.00024377235099927116
2858,0.00023029953870430005,0.003769227144887804,0.9947096046946692,0.024388142484714662,0.0005007334320867511,0.013555818628340406,0.00041025916301438953
3825,0.0012496675842059762,0.0035276921878377742,0.9945301652884463,0.024101345262103516,0.0007796971441204287,0.013723097560594208,0.0002664319649584384
3955,0.0031045775488651108,0.013251724155516197,0.0022998178739599686,0.025079022263504155,0.0007023330346212893,0.01224633458526573,0.9989940035225265
3822,0.04384250697227971,0.0037414239924481686,0.002041999743600899,0.023606727469883695,0.007479539955376231,0.011022534508860952,0.9924532323518018
5422,0.0017555858436411429,0.01930562007238442,0.0018168776161373661,0.023610238083285263,0.9957289649282953,0.011023960457277791,0.00022251916127258582
393,0.0010191386690679674,0.006782472974112599,0.0014729616581595048,0.023615953434264796,0.0007194672338349102,0.011138889229933144,0.9991112896586187
538,0.00023931905887903665,0.004696263501479013,0.9516219774381479,0.08586179730542563,0.0012280367390263016,0.015904459599044126,0.0001237100011373017
2417,0.9876079676573676,0.00399669271874902,0.0013628167128067704,0.033704349295159725,0.0008932380888569087,0.011268635687790251,0.002606614217363591
1421,0.0008870183571612979,0.003576191586933111,0.0029087909875966243,0.8474446541110813,0.0009543264783895714,0.013702879443111896,6.594612513401786e-05
2486,0.00029827922259594936,0.003715387058443378,0.00248382438846741,0.8563367685852775,0.0004187949098829131,0.020021911106133224,6.595432551890183e-05
2654,0.00014920762046363533,0.0036343520677318327,0.0016364371477157918,0.024396422422861015,0.0006495641936189545,0.9384260011046601,4.0546881702176914e-05
496,0.054932658605833885,0.004181031615108592,0.0021727010274007414,0.023597487796143225,0.02139858708800559,0.011022533951622105,0.9309046130361271
2876,0.00025335696087233606,0.010877870326749908,0.0013902535159986,0.855623714468847,0.0004779799981554797,0.012574339808937242,0.00010047706435951303
2398,0.0003956031838189462,0.0034981858018182945,0.0014568402252133773,0.024513596334257738,0.0003973556431496185,0.9379855896775576,9.154914163972964e-05
2114,0.003121332662573215,0.0035205356798089426,0.002916114564133919,0.02361414136164943,0.42059213436815424,0.011022534508860952,0.0013882618971857224
2804,0.0069081430504702845,0.9532184029962781,0.0026339695606170666,0.02411306247097694,0.0007967563375608458,0.011252806099582503,8.710336403386563e-05
1242,0.022979835167604122,0.0037967456176435164,0.005932378200791858,0.02538148531872022,0.9709470419522711,0.011117283201180408,0.000668299905390475
3761,0.0005261821366338961,0.003515420726192331,0.0025353043679227296,0.023597487796143225,0.9925384707540514,0.011022534308606667,0.00023697708071350007
101,0.010032812586910697,0.0035412726490208035,0.0015194187563695046,0.0240360716236406,0.0008357720601073748,0.011268635754870854,0.9984484900118069
6201,0.0009039798040181155,0.00456055745447233,0.02538085060940396,0.8030463144840629,0.09590259979466742,0.012533815226062929,0.0004650035170645148
2860,0.0034342356049111584,0.003638364923419028,0.002311266040436962,0.02425185888872611,0.9929656876636065,0.017010678780846326,0.0005119584842509294
5684,0.002199970910217396,0.005778628527794286,0.9885348381390813,0.02359748844999841,0.0012199005453416504,0.010937015684874072,0.000330848458303702
3014,0.9666464491764795,0.003534936979454032,0.002090427175013785,0.023299387575212136,0.022970414644636613,0.011020697390250814,0.00030743818753439144
5912,0.0013041344802601667,0.0035391167564948144,0.0016026419912718234,0.8552556699248355,0.00038060100133935874,0.013671485947266932,0.0003602273261159714
3017,0.00014089512381416157,0.003546869973435862,0.0012707036976807003,0.8575964239635309,0.0004991997642230876,0.010864434168074396,3.66530967258036e-05
2069,0.0002625756139588046,0.007808396416049883,0.005456882146157007,0.026167911837880163,0.0009493510336344989,0.8487161307703792,0.0001495312654098005
712,0.0015552795717506478,0.0035142198864981117,0.006116190706671144,0.023598190543986042,0.9957677072602319,0.011022225099046658,0.007859154461322307
1536,0.0032074454171212826,0.00365126562573731,0.0019388264441488818,0.024571392675802977,0.0038991317369514783,0.04012634795162777,0.9961574408356947
534,0.003309912799628332,0.0038291263900699242,0.004748638068960898,0.023606735612887227,0.0029447378349604066,0.011125208360176032,0.8962871163796854
3779,0.001368091865793124,0.003822558152222501,0.9854535993146817,0.02405490208719184,0.0005820171903373679,0.030576463472460756,0.00015157046848823105
473,0.12119962639623917,0.0036528398158112278,0.0070367819760629976,0.023606727757974313,0.10712135830827128,0.011022534161902712,0.017008949305310425
239,0.017926963143798925,0.014254810986904344,0.0015960849392898785,0.029825162534496838,0.8982136542840934,0.030542501110502485,0.00030174535593316523
2941,0.9946610085034719,0.0035144614166506653,0.0015554071541910176,0.024288509724121155,0.0019669636072644865,0.01126821096309451,0.0005677968366901063
3279,0.0011588922059579479,0.009061555123830002,0.002048339973370907,0.3107853345141907,0.002046771161013001,0.011348529490889636,0.9976128789928671
1188,0.0002633475766396874,0.00456275592107524,0.9853461798884017,0.02424488978023233,0.0012516493258168003,0.013401221592698027,0.000493958091694394
1483,0.0003956401765620951,0.004896487764712255,0.0013266519772056353,0.02505878491229482,0.0004373794939607205,0.9373223709339716,6.296504254993537e-05
5364,0.00019899241273972485,0.0035787379152806514,0.0014153987758438152,0.8623189025131827,0.00048096549037071856,0.011159878079061747,7.235917880701489e-05
1244,0.03688269204366236,0.0035193539244649913,0.0018687668453191487,0.023597487515389967,0.9778789024272159,0.011022534308606667,0.0016109520134191574
1616,0.00019987142769691582,0.0035737338604782676,0.001449557181917395,0.8622819397788897,0.0005427315419651332,0.011001133846379059,5.71559171197479e-05
683,0.0009225244540736005,0.9408114772680582,0.0016708766366452029,0.023588215165199183,0.0036053224546916396,0.011483341390607731,0.00043800543504623357
6388,0.0006777323930581524,0.9814848457792396,0.0014896056684269951,0.023601983951257927,0.0016283874828337994,0.011152426268361009,0.00010471033680293671
5950,0.0030666335233295755,0.00356347585678572,0.001348625621722259,0.024425764866305388,0.991245069561715,0.014070431436407045,0.00011463279071593257
4934,0.0014155246590385737,0.004253822673874959,0.005871949207998472,0.025209887230129534,0.0018369380070376335,0.9183430920825034,0.002660087560206545
3813,0.0004546633570420913,0.9781317909713896,0.0017255066913552059,0.11012648789685014,0.0012071724488318565,0.015972040381491227,0.00010311897939973597
2094,0.00026591910159203246,0.0035851793202132786,0.0021244004636236245,0.863272991611847,0.0009392663732486118,0.016040810687752375,7.956643230644415e-05
1488,0.0008775312077501355,0.003544584998239074,0.0013045121251845928,0.024082704197246042,0.00125178995637673,0.011268635723148684,0.9994796191447469
5934,0.0001974212437032183,0.01128614653337934,0.0012399701635577773,0.8536785436973606,0.00042063621749595083,0.010662552702016333,5.9020359053767486e-05
1297,0.05561737376826894,0.005554911685939339,0.002077908516669424,0.023610239955526167,0.7176954285242677,0.011117281135257985,0.051262704944813366
1915,0.8032594436380325,0.010539853469150297,0.00522525090078328,0.0236067281382341,0.00177157591284335,0.011022739967490945,0.2767134027921943
4870,0.9317299589375811,0.0042125272587187216,0.0018705453512707878,0.023597487796143225,0.004259894724503899,0.011022534295092251,0.06495088743045165
2833,0.0005038790510383223,0.9159520644745172,0.002892505565703281,0.02635818397200586,0.005894736495639434,0.013951950579884258,0.00035086227183357113
733,0.9884449910933871,0.003568306703779772,0.00125249428352054,0.02567364710129069,0.0010148128377867952,0.011268636570762061,0.0005330673129225829
2249,0.9959264650838149,0.004049233809226202,0.001363510690988473,0.03030452914760988,0.0011226512219992034,0.011268637342231767,0.0006127249339898455
233,0.970658659961028,0.004185884668197363,0.0018602974647466389,0.023597487796143225,0.012105329861160757,0.011022533936541543,0.0015280222398714946
3527,0.0001853966509839915,0.0044563129138827685,0.0013497871090543785,0.024563600113823712,0.00038943671681670544,0.9369926352458171,0.0001083587617926016
4334,0.00033478876093351935,0.004563801012866571,0.0063734647796783875,0.026487996876115815,0.001289236167664815,0.9380023879677419,7.317214828675867e-05
2900,0.000324214819235855,0.007263716248700789,0.015582647364885986,0.023654384600423527,0.9975686771684642,0.011022737852492049,0.00022444092130076968
5239,0.0012306810506638244,0.00805177558250888,0.0018898750192189269,0.025059940651693938,0.9928673826294834,0.011293582400288417,0.000306286203313986
6365,0.00026255802466622054,0.013554661906295135,0.002254936998944083,0.02365439316114547,0.9978143158440552,0.011023959357832638,0.000144900479134982
3651,0.022444948637477452,0.006592682594536593,0.0029620294290402544,0.7879169308477987,0.015587348339461633,0.01587582643716594,0.00312816713383194
1971,0.0001658332503253386,0.005241004775223066,0.0011951760403798397,0.8565309738624479,0.0003807965231325115,0.010657756387851719,4.85285109629205e-05
3221,0.033794954229726726,0.024599692850703878,0.3379040689265881,0.030343241434582113,0.24509411912816512,0.01694625424837999,0.0009458786388187093
5816,0.9731552730579196,0.003552067560209896,0.001880578747044141,0.023598063215082923,0.001959716312796673,0.011089569265129629,0.0016545475057014231
676,0.00018584198048014313,0.004650826726483235,0.9900105651112335,0.02505016371589042,0.0009710980605423307,0.012204472447016598,0.0001352256486879804
4643,0.06357650925098969,0.005405016774634919,0.002366420599139154,0.02361025018928574,0.9767226201948935,0.011023959577482489,0.0008361001571616435
3100,0.0008265166741191715,0.004960443738612531,0.0020935813569012396,0.024077201602573147,0.993249134847433,0.011528588705287614,7.705658778674328e-05
982,0.009446550526214029,0.003515624176383394,0.0016265713925730666,0.02430271504390685,0.9905095252689639,0.012090987443915352,0.0007709159249082304
1817,0.6726214668118006,0.0034747446612875214,0.003696772805458472,0.025557742571169505,0.03555641591662793,0.011092745822522261,0.01054191370817779
4657,0.0001679168469907155,0.006207868495722532,0.0011514811814955057,0.8525372835893347,0.00040986551147365773,0.03534389624105617,4.864794104048462e-05
3878,0.0005479467918384945,0.9730275612383018,0.0021671049471850517,0.09019411733544251,0.01297836800350446,0.011476403721589217,7.08665527465916e-05
2268,0.0008827023551391082,0.0035191083971461107,0.9684607286808816,0.07340638691721019,0.001339039902317375,0.01598489128195343,7.858897327918493e-05
2578,0.00019591180484812814,0.006318336945026982,0.0013708755991971293,0.6101446237152437,0.00039632909736439493,0.04822876058404321,4.628283988378182e-05
469,0.0022852309708405343,0.005667195082686946,0.00436466863384519,0.023597487515389967,0.9673679961216389,0.011022535977652842,0.01074779082739522
6500,0.0003546892380426612,0.979551749363385,0.0012316931221557892,0.024225269934870383,0.0004438871456525357,0.01126808386292216,0.0005092029407205069
4756,0.0006998686764574638,0.00819748413309696,0.0013801416355353657,0.07082502166855732,0.0006567137228628394,0.9214158075818419,0.0001109940865675498
3353,0.004623676264424096,0.005281297749956513,0.0023429512273582523,0.0236067281382341,0.0007777256294720135,0.011022738842826223,0.9977958438264782
5697,0.0003101760974619283,0.004221428392638267,0.001328338795222831,0.6058352122078284,0.00038979222572942893,0.08392908403185667,5.951325423177755e-05
5218,0.000373656440795476,0.0035158651303797295,0.0019344331591528829,0.02428929003764694,0.998200307407255,0.01119103540689309,9.9354856098697e-05
3824,0.9828856749788091,0.004113063240799065,0.0016668945439917559,0.023776357620772487,0.03306551458186752,0.011021745219663214,0.00044531997256383953
6270,0.0009788776507085608,0.9095847092189899,0.001433230115979082,0.024114380791195333,0.00938377146705487,0.011055404706260819,5.5429288707442224e-05
5157,0.0006109228626840004,0.0035785002558382283,0.0016490874200601178,0.024705784197496073,0.0009590643909554713,0.9302812034227901,0.0004818159445779585
6254,0.002170015360414917,0.0035249051333133986,0.0015387561713774104,0.02439936104950096,0.0010835777072475572,0.9374510270494468,0.0005246910248855098
2436,0.00025419736603304644,0.013900429922361875,0.0014758383824402665,0.031678163577629544,0.00038903977519798565,0.9379981249790987,4.956996616034074e-05
3535,0.002389337952448324,0.004152295325313095,0.9871992610081994,0.02359806285069529,0.005316438885579525,0.011021317598893661,0.02451053185260185
5594,0.16096878033689704,0.003555707105220324,0.007519628897974485,0.026085330349116274,0.007503344616395562,0.7987598963263419,7.532985288540231e-05
6848,0.02461157311957843,0.003542002817126881,0.01573821173984626,0.023606727469883695,0.005943601647435855,0.011023959113793311,0.6367410670381171
1480,0.00015170595043621944,0.003544100417010856,0.0011866479654393412,0.8541762197051542,0.00040794449858510445,0.010887701300883956,5.4580528122239546e-05
2299,0.010800351164374144,0.0035164692616437895,0.004032256674127533,0.023598190543986042,0.07164082637140917,0.011022534278882081,0.5337648569456661
970,0.0001402873328713386,0.004624572145092079,0.0012865663443193127,0.8535419835986304,0.0003853909893057242,0.010813736932083961,3.921978761181075e-05
6557,0.0001587179214691501,0.0038792838612050685,0.0013187161310679013,0.8440446511425602,0.00043568416042913226,0.011137706371021142,6.006863042825702e-05
4746,0.0004916646260048179,0.0034841012682572657,0.9790547180184842,0.023625873721359946,0.0013423425039482018,0.01118417269710208,8.257511997202216e-05
812,0.0022857034683311708,0.007180552525286642,0.001698687490977488,0.023934157468211738,0.017870013459340625,0.011293584513430573,0.9799900596608776
3103,0.002337866502247919,0.003513919981757103,0.020339596393791803,0.0242885250560634,0.9941086967003346,0.011383278512977397,0.0006074967016087799
2131,0.00020356124592204892,0.0035619911973339734,0.0013647019082672384,0.8403630266306628,0.0003787037599438011,0.017854487992376558,6.286285525368853e-05
5141,0.0003902876892303544,0.003576405618527525,0.0014509057729319857,0.8602508334693568,0.0005145770826014389,0.013122598309159534,6.298300207752507e-05
4786,0.00029137665672140586,0.004926484058340694,0.003020156886554798,0.02409657709171699,0.0005847514285494966,0.9291469573169541,7.597290954475196e-05
6127,0.00024929979236739807,0.9550100725000098,0.0012283735906659723,0.02660657594067728,0.0005328551291170303,0.011906494599448685,0.0001451700749364002
5360,0.0007231811865063018,0.003612460690861901,0.002194707257152536,0.02428929003764694,0.9969619538780224,0.011191034973065606,0.00035240869176643707
