id,p0,p1,p2,p3,p4,p5,p6
611,9.361186e-10,1.1364301e-05,3.3100903e-10,0.99998856,4.4004183e-09,3.327348e-08,4.4376346e-08
6417,4.702825e-06,2.3520982e-07,0.99998194,6.291021e-07,6.9830603e-06,5.228488e-07,4.9145e-06
3352,0.0005599174,2.0842633e-06,0.0003614612,0.95885015,0.04001917,0.00018859873,1.8782259e-05
4224,7.2793476e-08,0.9999962,4.9759628e-08,3.5375936e-06,3.0619624e-08,9.740523e-08,4.6258066e-08
3102,0.00016351842,0.039961,2.1782265e-05,1.0156272e-07,1.9521642e-05,9.233216e-06,0.9598248
6793,5.6340013e-09,6.201108e-07,1.6649102e-08,0.9999993,1.6690756e-10,7.818416e-08,1.1323676e-09
5477,3.6002137e-05,9.836813e-05,1.9799601e-05,2.3681469e-06,7.1519607e-06,7.561473e-06,0.9998287
561,0.00080810505,0.0003477755,0.021339985,2.4684953e-06,0.9774916,1.6278194e-06,8.557895e-06
5839,1.4401304e-06,0.9999957,2.3201749e-06,2.0168218e-07,1.4290117e-07,1.8022541e-07,9.4902504e-08
476,1.0067373e-06,3.9618495e-05,4.7080512e-08,0.99995905,1.239763e-10,3.3671523e-07,1.01070805e-08
2759,1.6201107e-06,0.00040210254,8.8032245e-08,0.99959487,3.5156194e-08,1.0441598e-06,2.601674e-07
5882,0.99916095,2.6564187e-06,1.8960314e-05,1.4126697e-06,0.0007635919,1.8289789e-07,5.228541e-05
811,0.985435,1.7059233e-06,5.082419e-05,1.2909054e-06,0.0034268436,8.118657e-08,0.011084287
2656,3.3048782e-05,1.6996395e-07,1.2345887e-05,1.2522169e-07,0.99995184,1.8788926e-07,2.1885771e-06
2858,1.9496285e-05,6.3524944e-06,0.9995314,7.9790726e-07,0.00028670562,9.209153e-07,0.00015429841
3825,7.4557634e-06,4.2806641e-07,0.99996245,2.9403498e-06,8.992392e-06,1.1141301e-06,1.6579237e-05
3955,3.03881e-05,3.805777e-06,3.2371106e-05,1.4840926e-07,2.969691e-05,1.4833759e-05,0.9998888
3822,0.010786034,0.00014149192,0.00024824665,4.251447e-07,0.0030512626,1.6458445e-05,0.9857561
5422,0.0001948702,8.6618875e-06,7.5808886e-05,1.9998615e-06,0.9994365,1.3774027e-06,0.00028084018
393,2.432962e-05,4.758022e-06,9.950021e-06,3.5046938e-07,1.4792571e-05,3.2754863e-06,0.9999425
538,2.386618e-05,1.8441211e-05,0.99973226,8.700871e-06,3.2774235e-05,0.00018048551,3.340838e-06
2417,0.99000627,0.000116928706,9.164235e-05,1.3465577e-06,7.090128e-05,1.6969964e-06,0.009711161
1421,1.8068925e-09,0.0009541019,1.8127768e-07,0.99904495,3.244965e-07,2.6794157e-07,9.3093156e-08
2486,1.0906283e-07,1.9076902e-05,8.3217655e-09,0.9999804,1.5379936e-07,2.5932636e-07,5.0426427e-09
2654,4.4069574e-07,8.4796613e-07,6.214676e-07,6.7524675e-06,1.4754025e-06,0.9999764,1.3403523e-05
496,0.009869649,0.0014416884,0.00010317681,2.3341347e-08,0.0123954285,3.0968856e-06,0.976187
2876,8.090785e-09,1.1927541e-07,2.0121198e-07,0.9999994,1.5845536e-08,1.8254497e-07,5.09733e-08
2398,1.7015242e-06,9.2992514e-07,2.4759165e-06,2.084562e-05,1.428662e-06,0.9999678,4.9357855e-06
2114,0.00015700451,1.2485244e-05,6.486776e-05,6.6073306e-07,0.9995487,1.4836226e-07,0.00021625581
2804,1.7388913e-07,0.99996895,5.911725e-08,2.6974762e-05,3.556839e-08,3.829646e-06,4.1499494e-08
1242,0.083551906,0.0008152083,0.0059660454,0.00018377666,0.9090481,0.0001089649,0.0003260288
3761,8.169648e-05,3.841557e-06,3.59179e-05,1.6258163e-06,0.9998731,7.6869384e-07,3.103129e-06
101,0.00012303962,9.743257e-06,1.8754174e-05,1.0786564e-07,6.435593e-05,2.3990908e-06,0.99978167
6201,2.1374963e-06,2.0661753e-06,2.5648496e-05,0.9998148,1.1037562e-05,0.00014120869,3.1908735e-06
2860,1.3442247e-05,1.1207314e-05,2.2537909e-06,1.5907182e-05,0.9999102,4.2157746e-05,4.7736444e-06
5684,2.5872441e-05,0.00012447606,0.9997634,2.1372896e-05,3.872484e-05,1.16544725e-05,1.4391915e-05
3014,0.99965423,2.2449407e-07,2.5238353e-06,0.00014511548,0.00017837921,3.225416e-08,1.9519457e-05
5912,3.2896332e-06,1.7046385e-06,2.365442e-05,0.99996793,8.5921684e-08,3.2814178e-06,2.098503e-08
3017,1.7628375e-08,1.6119143e-06,2.3424218e-07,0.9999961,9.028007e-09,1.9895012e-06,5.66087e-09
2069,9.6988195e-05,0.025839943,0.00089705974,6.632227e-05,1.5433357e-05,0.97304446,3.979997e-05
712,5.1073944e-06,2.737254e-07,7.094285e-06,7.199082e-06,0.99997544,4.3843988e-07,4.535705e-06
1536,1.5113331e-05,2.433407e-06,2.7549468e-06,4.660564e-07,3.604373e-06,1.5347892e-05,0.9999604
534,4.6030804e-05,7.4427866e-05,2.167937e-05,2.690562e-08,1.1021816e-05,3.387142e-06,0.99984336
3779,1.3985858e-05,6.974024e-06,0.9998763,7.2487906e-06,1.0155741e-05,4.514292e-05,4.0179733e-05
473,0.3687698,0.0004174393,0.081522875,0.00090680236,0.44069874,0.00035589703,0.107328504
239,0.0040841997,9.3667295e-06,0.00010392423,0.011879964,0.9826568,1.3305439e-05,0.0012525371
2941,0.76013374,8.310211e-06,0.005842802,0.040023953,0.19343936,3.998302e-05,0.00051193876
3279,1.24032995e-05,1.5176325e-05,5.601409e-06,1.959899e-06,1.0340982e-05,6.6554494e-06,0.9999479
1188,4.89668e-06,6.052402e-06,0.999901,3.5157343e-06,6.328738e-05,4.5102424e-06,1.676943e-05
1483,9.381736e-07,7.476735e-06,7.588427e-07,3.1379568e-05,5.1415914e-06,0.9999506,3.7977586e-06
5364,3.415415e-08,1.2443624e-06,2.1161186e-06,0.9999957,2.5064857e-08,8.510706e-07,6.207541e-08
1244,0.05206255,0.00055668707,0.0005775643,9.14909e-06,0.88460994,8.249268e-06,0.062175788
1616,2.5582134e-09,6.989805e-08,4.966492e-06,0.9999945,3.0184593e-09,4.2731384e-07,3.574248e-11
683,3.9142575e-05,0.9904914,1.7815879e-05,2.2015656e-06,9.8362994e-05,1.5502985e-05,0.009335623
6388,2.8422113e-07,0.99999297,4.214439e-08,1.8319714e-06,8.786181e-08,4.6956666e-06,2.7198869e-08
5950,0.0003851852,6.7853953e-06,5.5401297e-06,9.784138e-06,0.9966235,0.0029254325,4.378708e-05
4934,1.2752962e-06,1.3410119e-06,4.2893917e-06,9.4593815e-06,2.0140526e-06,0.99991524,6.646802e-05
3813,2.6690759e-11,0.9999907,9.4168946e-08,9.073386e-06,4.0722703e-08,1.2888688e-07,2.4202505e-08
2094,5.3645516e-10,1.7855544e-07,7.5286005e-07,0.9999989,1.0833985e-08,1.7176177e-07,5.6255195e-11
1488,9.173384e-06,6.828752e-07,6.520404e-06,4.6598988e-08,5.3351196e-05,5.538197e-07,0.99992967
5934,1.0416463e-08,3.495864e-07,7.302467e-07,0.99999845,2.0571875e-08,4.0686402e-07,3.0178658e-08
1297,0.04755366,5.348066e-05,0.00015301892,7.230103e-07,0.83627456,2.6130641e-05,0.11593839
1915,0.69765854,0.01331474,0.0009487309,5.644912e-07,0.13969201,0.00069408707,0.1476913
4870,0.85846555,0.0001971487,0.00010328776,5.933927e-07,0.019701017,1.081797e-06,0.12153139
2833,6.9503103e-06,0.9987531,2.7870186e-05,2.114387e-05,0.00047887213,0.00067035767,4.1843796e-05
733,0.9993907,2.3483453e-06,4.8194666e-05,4.894549e-07,0.0003997791,1.07473795e-07,0.00015843326
2249,0.99984574,9.577853e-07,6.555282e-06,1.0519021e-07,3.7703827e-05,2.3477405e-08,0.00010900948
233,0.9648359,8.117804e-05,0.00011763426,2.8241373e-06,0.03174787,1.227905e-06,0.0032133148
3527,1.1710025e-05,1.8063265e-05,3.387012e-06,0.0006962567,4.734842e-05,0.9992164,6.8883223e-06
4334,4.0767492e-05,1.8179095e-05,0.028858747,0.00036417932,1.4470157e-05,0.970654,4.9628845e-05
2900,1.9882113e-05,8.417259e-06,2.9421813e-05,4.0510236e-07,0.999926,2.7025365e-07,1.5540507e-05
5239,6.237678e-06,2.5828706e-06,8.713511e-06,1.581313e-07,0.9999565,1.3888306e-06,2.4366176e-05
6365,1.4115255e-05,6.9250236e-06,6.762459e-05,1.4285376e-06,0.9996817,4.243129e-07,0.0002277936
3651,0.00037111342,0.0017042734,3.7067014e-06,0.9978287,1.6441213e-06,8.760104e-05,2.9624384e-06
1971,2.1871176e-07,7.769941e-08,4.671783e-07,0.9999972,2.0355552e-07,1.8154467e-06,1.442788e-08
3221,0.0927456,0.0023388753,0.8043511,0.00014493347,0.09934477,0.00039909937,0.00067559374
5816,0.9779052,0.00021392858,0.0052862675,5.9583645e-06,0.015167572,6.372611e-07,0.0014203818
676,1.2917735e-05,4.513383e-06,0.9999275,1.2401708e-05,1.8028955e-05,1.9023459e-05,5.6711656e-06
4643,9.380817e-05,1.354996e-06,2.9207049e-05,7.1236427e-06,0.99979615,1.2955118e-06,7.112049e-05
3100,2.2611608e-05,1.3914759e-05,5.7192015e-06,2.8504157e-06,0.9999277,2.4957688e-05,2.3070022e-06
982,4.915545e-05,3.2230994e-07,1.4650689e-05,4.9328514e-07,0.9999248,1.3883499e-07,1.0382891e-05
1817,0.16969271,0.0006422614,0.035766274,2.8507924e-05,0.652034,5.511262e-05,0.14178103
4657,2.2464203e-08,1.8016796e-07,1.4158306e-07,0.99999857,1.5244023e-09,1.1165956e-06,1.3718002e-09
3878,1.4882262e-10,0.99999815,1.4234159e-07,1.414886e-07,1.1320425e-07,1.3731478e-06,5.173456e-08
2268,2.4605408e-06,5.332174e-07,0.9999728,1.3105055e-06,1.5780452e-05,1.0798842e-06,6.051638e-06
